STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM,,,,,
VIRGINIA,Southwest Virginia Regional Jail Authority,State Agency,#N/A,Warrant Service Officer,2025-05-08 00:00:00,link,,,,,,
VIRGINIA,Virginia Department of Corrections,State Agency,#N/A,Jail Enforcement Model,2025-02-28 00:00:00,link,,,,,,
VIRGINIA,Virginia Department of State Police,State Agency,#N/A,Task Force Model,2025-02-28 00:00:00,link,,,,,,
VIRGINIA,Virginia Department of Wildlife Resources,State Agency,Henrico County,Task Force Model,2025-06-11 00:00:00,link,,,,,,
VIRGINIA,Virginia DOC Law Enforcement Services,State Agency,#N/A,Task Force Model,2025-06-11 00:00:00,link,,,,,,
VIRGINIA,Virginia Marine Resources Commission,State Agency,#N/A,Task Force Model,2025-06-11 00:00:00,link,,,,,,
VIRGINIA,Washington County Sheriff's Office,County,Washington County,Task Force Model,2025-06-11 00:00:00,link,,,,,,
VIRGINIA,Wise County Sheriff's Office,County,Wise County,Task Force Model,2025-07-23 00:00:00,link pending,,,,,,
WEST VIRGINIA,Berkeley County Sheriff's Office,County ,Berkeley County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
WEST VIRGINIA,Harrison County Sheriff's Office,County ,Harrison County,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
WEST VIRGINIA,Jefferson County Sheriff's Office,County ,Jefferson County ,Task Force Model,2025-08-04 00:00:00,link,,,,,,
WEST VIRGINIA,Morgan County Sheriff's Office ,County ,Morgan County ,Task Force Model,2025-08-28 00:00:00,link pending,,,,,,
WEST VIRGINIA,West Virginia Division of Corrections and Rehabilitation,State Agency,#N/A,Warrant Service Officer,2025-06-05 00:00:00,link,,,,,,
WEST VIRGINIA,West Virginia National Guard,State Agency,#N/A,Task Force Model,2025-06-11 00:00:00,link,,,,,,
WEST VIRGINIA,West Virginia State Police Department,State Agency,Washington County,Task Force Model,2025-07-23 00:00:00,link,,,,,,
WEST VIRGINIA,Wood County Sheriff's Office,County,Wood County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
WISCONSIN,Brown County Sheriff's Office,County,Brown County ,Warrant Service Officer,2020-10-16 00:00:00,link,,,,,,
WISCONSIN,Calumet County Sheriff's Office,County,Calumet County,Warrant Service Officer,2025-07-31 00:00:00,link pending,,,,,,
WISCONSIN,Fond du Lac County Sheriff's Office,County,Fond du Lac County ,Warrant Service Officer,2020-06-05 00:00:00,link,,,,,,
WISCONSIN,Kewaunee County Sheriff's Office,County,Kewaunee County,Warrant Service Officer,2025-06-11 00:00:00,link,,,,,,
WISCONSIN,Manitowoc County Sheriff's Office,County,Manitowoc County ,Warrant Service Officer,2020-06-05 00:00:00,link,,,,,,
WISCONSIN,Marquette County Sheriff's Office,County,Marquette County ,Warrant Service Officer,2020-05-21 00:00:00,link,,,,,,
WISCONSIN,Outagamie County Sheriff's Office,County,Outagamie County,Warrant Service Officer,2025-05-08 00:00:00,link,,,,,,
WISCONSIN,Sheboygan County Sheriff's Office,County,Sheboygan County ,Warrant Service Officer,2020-02-27 00:00:00,link,,,,,,
WISCONSIN,Washington County Sheriff's Office,County,Washington County ,Warrant Service Officer,2025-03-03 00:00:00,link,,,,,,
WISCONSIN,Waukesha County Sheriff's Department,County,Waukesha County ,Jail Enforcement Model,2020-06-10 00:00:00,link,,,,,,
WISCONSIN,Waukesha County Sheriff's Office,County,Waukesha County,Warrant Service Officer,2025-05-13 00:00:00,link,,,,,,
WISCONSIN,Waushara County Sheriff's Office,County,Waushara County ,Warrant Service Officer,2020-06-08 00:00:00,link,,,,,,
WISCONSIN,Winnebago County Sheriff's Office,County,Winnebago County ,Warrant Service Officer,2025-03-03 00:00:00,link,,,,,,
WISCONSIN,Wood County Sheriff's Office,County,Wood County,Warrant Service Officer,2025-03-17 00:00:00,link,,,,,,
WYOMING,Campbell County Sheriff's Office,County,Campbell County ,Warrant Service Officer,2025-02-26 00:00:00,link,,,,,,
WYOMING,Carbon County Sheriff's Office,County,Carbon County,Warrant Service Officer,2025-06-11 00:00:00,link,,,,,,
WYOMING,Laramie County Sheriff’s Office,County,Laramie County,Jail Enforcement Model,2025-05-20 00:00:00,link,,,,,,
WYOMING,Laramie County Sheriff’s Office,County,Laramie County,Warrant Service Officer,2025-06-12 00:00:00,link,,,,,,
WYOMING,Laramie County Sheriff’s Office,County,Laramie County,Task Force Model,2025-06-11 00:00:00,link,,,,,,
WYOMING,Natrona County Sheriff's Office,County,Natrona County,Task Force Model,2025-05-08 00:00:00,link,,,,,,
WYOMING,Sweetwater County Sheriff's Office,County,Sweetwater County ,Jail Enforcement Model,2025-03-07 00:00:00,link,,,,,,
WYOMING,Sweetwater County Sheriff's Office,County,Sweetwater County ,Warrant Service Officer,2020-03-13 00:00:00,link,,,,,,
WYOMING,Sweetwater County Sheriff's Office,County,Sweetwater County,Task Force Model,2025-04-24 00:00:00,link,,,,,,
WYOMING,Wyoming Highway State Patrol ,State Agency,Laramie County,Task Force Model,2025-07-24 00:00:00,link pending,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
